,District Name,nces_id,Dissimilarity,State,Size
1271,McFarland School District,5508910,0.2419563841417803,WISCONSIN,2156
771,NEW YORK CITY GEOGRAPHIC DISTRICT #17,3600095,0.24187454034504743,New York,8111
247,Torrance Unified,639420,0.24152164436584883,California,7647
284,Littleton School District No. 6 in the county of Arapahoe,805310,0.2414574498530062,Colorado,4901
1087,KATY ISD,4825170,0.24021902739006448,Texas,25202
183,Napa Valley Unified,626640,0.23985236854663652,California,5902
1066,EL PASO ISD,4818300,0.23964754457004417,Texas,17838
863,FARGO 1,3806780,0.23901321847152643,North Dakota,3442
338,MANATEE,1201230,0.2379839982643835,Florida,15601
244,Stockton Unified,638010,0.23787897896014426,California,11083
858,Wake County Schools,3704720,0.23774198723744416,NORTH CAROLINA,52125
577,Quincy,2509870,0.23695486352933376,Massachusetts,2873
645,ROSEMOUNT-APPLE VALLEY-EAGAN,2732390,0.2369491152033265,MINNESOTA,9567
269,Boulder Valley School District No. Re2,802490,0.23687606147388574,Colorado,9694
541,St. Landry Parish,2201560,0.23590989106075555,Louisiana,3790
1150,WICHITA FALLS ISD,4845780,0.23582247720670188,TEXAS,3724
229,San Rafael City High,635110,0.23576042278332357,California,2608
990,Lawrence County,4702340,0.23570293537290238,Tennessee,2202
243,South San Francisco Unified,637530,0.23545902936778484,California,2644
1154,Alpine District,4900030,0.23544654698849982,Utah,20556
349,POLK,1201590,0.23468525839934803,Florida,33885
510,Fayette County,2101860,0.2346167407996124,Kentucky,12809
228,San Mateo Union High,634980,0.23434333839918947,California,9056
1077,GRAND PRAIRIE ISD,4821420,0.23431049950672259,Texas,9946
948,Berkeley 01,4501170,0.2340225132579408,South Carolina,10940
830,Guilford County Schools,3701920,0.2336687550543175,North Carolina,23004
776,NEW YORK CITY GEOGRAPHIC DISTRICT #28,3600100,0.23349565756633756,New York,15213
134,Fairfield-Suisun Unified,613360,0.23289797068432172,California,6863
469,Evansville Vanderburgh School Corp,1803450,0.2324161664665866,Indiana,6206
1068,FORT BEND ISD,4819650,0.23151187991099498,TEXAS,25657
535,Livingston Parish,2201020,0.23142789829200677,Louisiana,7129
1267,Green Bay Area Public School District,5505820,0.23130739494894575,Wisconsin,5578
1170,ARLINGTON CO PBLC SCHS,5100270,0.23116402516955603,Virginia,8019
1074,GEORGETOWN ISD,4820600,0.23069786965905048,Texas,4160
757,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,3600076,0.230572018865562,New York,2781
555,Cecil County Public Schools,2400240,0.23033914076235362,Maryland,4658
838,Lenoir County Public Schools,3702610,0.2301514758943651,North Carolina,2555
497,Kansas City,2007950,0.22926651182169758,KANSAS,6252
693,Helena H S,3013830,0.22905481765461108,Montana,2478
525,Ascension Parish,2200090,0.2284376517499263,Louisiana,7225
849,Randolph County School System,3703780,0.22829565411509056,North Carolina,5141
563,St. Mary's County Public Schools,2400600,0.22783244848242515,Maryland,5392
676,KANSAS CITY 33,2916400,0.22767105871655177,Missouri,4285
366,Catoosa County,1300930,0.22763389711064133,Georgia,3401
268,Aurora Joint District No. 28 of the counties of Adams and A,802340,0.2271569008554292,Colorado,10453
370,Clayton County,1301230,0.2266699827755811,Georgia,16654
92,Antelope Valley Union High,602820,0.22635293341497292,California,22303
42,Glendale Union High School District (4285),403450,0.22590050135302914,Arizona,16695
133,Escondido Union High,612910,0.22587497969310122,California,7158
871,Dayton City,3904384,0.22549668080063062,Ohio,4280
1008,TEXANS CAN ACADEMIES,4800016,0.2254600924967367,Texas,5037
