District Name,nces_id,Dissimilarity,State,Size
Willoughby-Eastlake City,3904510,0.1538302277432712,Ohio,2457
Worthington City,3904513,0.00777886497064581,Ohio,3226
Milford Exempted Village,3904550,0.02462311557788944,OHIO,2031
Lakota Local,3904611,0.02564895866116884,Ohio,5429
Olentangy Local,3904676,0.10176401942192678,OHIO,7066
Pickerington Local,3904689,0.054807397176181674,OHIO,3450
Hilliard City,3904701,0.0693452380952381,Ohio,5246
Dublin City,3904702,0.19490981673017604,Ohio,5127
Forest Hills Local,3904734,0.0029439938693403,Ohio,2307
Northwest Local,3904736,0.02227085434868098,Ohio,2658
Great Oaks Career Campuses,3905106,0.3300113956438539,Ohio,2551
Findlay City,3910000,0.03249097472924188,Ohio,2000
EPIC BLENDED LEARNING CHARTER,4000800,0.002213036034907523,OKLAHOMA,5349
EDMOND,4010590,0.19116499835518586,Oklahoma,7468
LAWTON,4017250,0.1386940061638857,Oklahoma,3746
MIDWEST CITY-DEL CITY,4019950,0.24435437174290675,Oklahoma,3498
MOORE,4020250,0.28435705348262696,Oklahoma,7255
NORMAN,4021720,0.1555004277159966,Oklahoma,4826
OKLAHOMA CITY,4022770,0.3810764865439182,Oklahoma,6088
PUTNAM CITY,4025290,0.23595858761214708,Oklahoma,5133
TULSA,4030240,0.304370145486232,Oklahoma,7853
Hillsboro SD 1J,4100023,0.24781527445727258,Oregon,5790
Greater Albany Public SD 8J,4101120,0.265406162464986,Oregon,2877
Beaverton SD 48J,4101920,0.3692283533994136,Oregon,13361
Bend-LaPine Administrative SD 1,4101980,0.095227058898187,Oregon,4784
Corvallis SD 509J,4103480,0.15390403949190293,Oregon,2132
Eugene SD 4J,4104740,0.16913641913641916,Oregon,5330
Gresham-Barlow SD 10J,4106000,0.06402850575830914,Oregon,3574
Klamath County SD,4107020,0.2825787401574803,Oregon,2052
Lake Oswego SD 7J,4107230,0.14772173081520446,OREGON,2460
Medford SD 549C,4108040,0.1081780320558664,Oregon,2183
North Clackamas SD 12,4108830,0.41337425395064686,OREGON,5051
Oregon City SD 62,4109330,0.07911714770797963,Oregon,2396
Portland SD 1J,4110040,0.2881936516025793,Oregon,13229
Redmond SD 2J,4110350,0.11646982743950171,Oregon,2693
Reynolds SD 7,4110520,0.058384041522798386,Oregon,2775
Salem-Keizer SD 24J,4110820,0.1691291027936928,Oregon,12858
Springfield SD 19,4111670,0.17239055674319173,Oregon,3102
Tigard-Tualatin SD 23J,4112240,0.09492728467283122,Oregon,3653
West Linn-Wilsonville SD 3J,4113170,0.007198139352812902,Oregon,3216
Allentown City SD,4202280,0.14135725212070646,PENNSYLVANIA,5127
Altoona Area SD,4202340,0.0,Pennsylvania,2224
Armstrong SD,4202590,0.2440273037542662,PENNSYLVANIA,2059
Bethlehem Area SD,4203570,0.1908446455505279,Pennsylvania,4570
Central Bucks SD,4205310,0.172887448289779,Pennsylvania,4614
Central Dauphin SD,4205400,0.18301996613517707,Pennsylvania,3413
Chambersburg Area SD,4205550,0.05498672734167612,Pennsylvania,2975
Council Rock SD,4206960,0.17368700970615605,Pennsylvania,3615
Downingtown Area SD,4207710,0.3467144997956496,Pennsylvania,4382
East Stroudsburg Area SD,4208670,0.07884781310148004,Pennsylvania,2284
Erie City SD,4209300,0.051126837950418225,PENNSYLVANIA,3063
Lancaster SD,4213140,0.10036367697666462,Pennsylvania,2911
Lower Merion SD,4214160,0.0033925635589618364,Pennsylvania,2915
Norristown Area SD,4216980,0.06143344709897612,Pennsylvania,2373
Philadelphia City SD,4218990,0.5032445013314067,Pennsylvania,37047
Pittsburgh SD,4219170,0.2929608237066801,Pennsylvania,6781
Pocono Mountain SD,4219500,0.03155835593934747,Pennsylvania,2829
Scranton SD,4221090,0.254945731850045,Pennsylvania,2944
West Chester Area SD,4225290,0.061240912588126306,Pennsylvania,3872
West Shore SD,4225830,0.0735355648535565,Pennsylvania,2438
Wilkes-Barre Area SD,4226300,0.2862102373647667,PENNSYLVANIA,2274
Cranston,4400240,0.23191548743324386,Rhode Island,3397
Pawtucket,4400840,0.12020766773162939,Rhode Island,2207
Providence,4400900,0.22933553165318887,RHODE ISLAND,7057
Warwick,4401110,0.06525129780943736,Rhode Island,2396
Aiken 01,4500720,0.35182880881493883,South Carolina,6940
Anderson 01,4500780,0.3453502415458938,South Carolina,3153
Anderson 05,4500900,0.24856984829329964,South Carolina,3686
Beaufort 01,4501110,0.19801870311376016,South Carolina,6649
Berkeley 01,4501170,0.24731850808847744,South Carolina,10940
Charleston 01,4501440,0.39940837743382496,South Carolina,13583
Cherokee 01,4501500,0.1998584963701243,South Carolina,2350
Chesterfield 01,4501560,0.3208922261484099,South Carolina,2280
Darlington 01,4501860,0.38729932457658756,South Carolina,2827
Dorchester 02,4502010,0.4020209231335307,South Carolina,7882
Florence 01,4502130,0.24992103850162659,South Carolina,4607
Georgetown 01,4502280,0.29329872581406324,South Carolina,2621
Greenville 01,4502310,0.39279526152388355,South Carolina,22269
Greenwood 50,4502340,0.13134475939353984,South Carolina,2497
Horry 01,4502490,0.23053719854614801,South Carolina,14411
Kershaw 01,4502550,0.3613198900091659,South Carolina,3288
Lancaster 01,4502580,0.44149439495332676,South Carolina,4103
Lexington 01,4502700,0.38757022639320426,South Carolina,8496
Lexington 02,4502730,0.3106818117440444,South Carolina,2506
Lexington 05,4502820,0.12721879634688943,South Carolina,5754
Oconee 01,4503060,0.18620973269362576,South Carolina,2943
Pickens 01,4503330,0.4504160710639167,South Carolina,4945
Richland 01,4503360,0.33498220688178953,South Carolina,6277
Richland 02,4503390,0.36979852443723515,South Carolina,8900
Spartanburg 02,4503510,0.17498666666666665,South Carolina,3245
York 03,4503870,0.21003188027914418,South Carolina,5008
York 04,4503900,0.10559906658137708,SOUTH CAROLINA,5262
SC Public Charter School District,4503901,0.6264042865422796,SOUTH CAROLINA,3991
Sumter 01,4503902,0.17979130609082467,South Carolina,4456
Charter Institute at Erskine,4503909,0.3418098510882016,SOUTH CAROLINA,2937
Orangeburg,4503910,0.2875736612861901,SOUTH CAROLINA,3933
Rapid City Area School District 51-4,4659820,0.2123968659108446,South Dakota,4015
Sioux Falls School District 49-5,4666270,0.256458265335306,South Dakota,7228
Hamblen County,4700001,0.4044022278171969,Tennessee,3101
Anderson County,4700090,0.05437086918568401,Tennessee,2198
Shelby County,4700148,0.48283166109253056,Tennessee,23383
Bedford County,4700180,0.2385332174584782,Tennessee,2605
Blount County,4700300,0.0027058549101935947,Tennessee,2873
Bradley County,4700330,0.08412698412698416,Tennessee,3098
Dickson County,4701020,0.2553036378216811,Tennessee,2394
Hamilton County,4701590,0.3820229438332498,Tennessee,12864
Hawkins County,4701740,0.38409961685823746,Tennessee,2097
Jefferson County,4702100,0.0,Tennessee,2010
Johnson City,4702130,0.029148257241040754,TENNESSEE,2412
Knox County,4702220,0.4173662158252983,Tennessee,18571
Lawrence County,4702340,0.24954421148587058,Tennessee,2202
Madison County,4702580,0.47253562159012663,TENNESSEE,2753
Marshall County,4702670,0.270966683078943,Tennessee,2040
Maury County,4702760,0.19280719280719283,Tennessee,3036
McMinn County,4702820,0.19388997078870496,Tennessee,2070
Montgomery County,4703030,0.29391655822555474,Tennessee,10575
Davidson County,4703180,0.34281332538127296,Tennessee,24444
Putnam County,4703480,0.30881211180124224,Tennessee,3736
Robertson County,4703600,0.23653277071459883,Tennessee,4594
Rutherford County,4703690,0.1472814018502024,Tennessee,17810
Sevier County,4703780,0.25813439986668335,Tennessee,3485
Sullivan County,4703990,0.12086167800453515,Tennessee,2661
Sumner County,4704020,0.25693450516405036,Tennessee,8836
Tipton County,4704080,0.1506155632984901,Tennessee,3096
Washington County,4704380,0.17266552972503965,Tennessee,2584
Williamson County,4704530,0.32009459650065036,Tennessee,14367
Wilson County,4704550,0.15666143117320053,TENNESSEE,7090
HAYS CISD,4800010,0.10514840220326839,Texas,6766
TEXANS CAN ACADEMIES,4800016,0.645516903478687,Texas,5037
UPLIFT EDUCATION,4800030,0.8104416902182447,TEXAS,4610
TEXAS COLLEGE PREPARATORY ACADEMIES,4800163,0.27317402766188403,Texas,2037
PREMIER HIGH SCHOOLS,4800207,0.425823958950069,TEXAS,6801
YES PREP PUBLIC SCHOOLS INC,4800209,0.6099781750298549,Texas,11598
IDEA PUBLIC SCHOOLS,4800211,0.5018850357164661,Texas,16467
KIPP TEXAS PUBLIC SCHOOLS,4800264,0.690910795241504,TEXAS,5651
HARMONY PUBLIC SCHOOLS - NORTH TEXAS,4800292,0.27748742859280395,TEXAS,4407
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),4801440,0.30876298842400535,TEXAS,3401
COLLEGE STATION ISD,4807350,0.09988396099883963,Texas,4245
ABILENE ISD,4807440,0.1581728753527781,Texas,4393
ALDINE ISD,4807710,0.3210141675065795,Texas,17767
ALIEF ISD,4807830,0.2572556745102553,Texas,12233
ALVIN ISD,4808090,0.4225670492254533,Texas,5608
AMARILLO ISD,4808130,0.3079911859699961,Texas,8509
ANGLETON ISD,4808310,0.02503681885125185,Texas,2047
ARLINGTON ISD,4808700,0.336525797086693,Texas,17230
AUSTIN ISD,4808940,0.4166615375403892,Texas,21349
AZLE ISD,4809200,0.02533532041728761,Texas,2028
BASTROP ISD,4809570,0.36303890641430075,Texas,3822
BEAUMONT ISD,4809670,0.4173084546808222,TEXAS,4877
BELTON ISD,4809860,0.0,Texas,2554
BIRDVILLE ISD,4810230,0.11951716781658855,Texas,7063
BOERNE ISD,4810710,0.16989583333333336,Texas,3248
BRAZOSPORT ISD,4811190,0.26354575656901236,Texas,3366
BROWNSVILLE ISD,4811680,0.5851654261498085,Texas,12700
BRYAN ISD,4811790,0.2211294019587414,Texas,4814
BURLESON ISD,4812180,0.20434911408418002,Texas,4091
CANYON ISD,4812810,0.3241695395817895,Texas,3069
CARROLLTON-FARMERS BRANCH ISD,4813050,0.2860040636072071,Texas,7202
CEDAR HILL ISD,4813230,0.24027029338807626,Texas,2625
CHANNELVIEW ISD,4813590,0.01580212985228445,Texas,2937
CLEAR CREEK ISD,4814280,0.2741408046101224,Texas,13221
CLEBURNE ISD,4814310,0.025857782197911475,Texas,2017
CLEVELAND ISD,4814370,0.04115226337448562,Texas,2924
CLINT ISD,4814430,0.3614927905004241,Texas,3542
COMAL ISD,4814730,0.12276897938662643,Texas,7461
CONROE ISD,4815000,0.27207754816737645,Texas,20672
LUBBOCK-COOPER ISD,4815180,0.037054860442733414,Texas,2110
COPPELL ISD,4815210,0.08448493365344531,Texas,4220
COPPERAS COVE ISD,4815240,0.04553264604810994,Texas,2366
CORPUS CHRISTI ISD,4815270,0.3962673018535494,Texas,10621
CROWLEY ISD,4815910,0.1163489786158366,Texas,5074
CYPRESS-FAIRBANKS ISD,4816110,0.16167827897354523,Texas,37567
DALLAS ISD,4816230,0.5569752438475782,Texas,41816
DEL VALLE ISD,4816620,0.012066319318227742,Texas,3565
DENTON ISD,4816740,0.1205848705848706,Texas,9746
DESOTO ISD,4816860,0.011952191235059756,TEXAS,2769
DICKINSON ISD,4817070,0.020005715918833943,Texas,3570
DONNA ISD,4817390,0.5306122448979591,Texas,4166
DUNCANVILLE ISD,4817640,0.01917629113096533,Texas,4637
EAGLE MT-SAGINAW ISD,4817700,0.15175006433701682,Texas,7053
EAGLE PASS ISD,4817730,0.47383047707271886,Texas,4323
EANES ISD,4817760,0.0008459934465296099,TEXAS,2848
EAST CENTRAL ISD,4817850,0.016474976686353764,Texas,3233
ECTOR COUNTY ISD,4818000,0.30193087130040264,Texas,8851
EDGEWOOD ISD,4818150,0.5434782608695652,Texas,2415
EDINBURG CISD,4818180,0.5979497552969595,Texas,10024
EL PASO ISD,4818300,0.3545771832118242,Texas,17838
FORNEY ISD,4819560,0.11930552263569569,Texas,4299
FORT BEND ISD,4819650,0.380704019085253,TEXAS,25657
FORT WORTH ISD,4819700,0.29454342148277274,Texas,23767
FRISCO ISD,4820010,0.2481295090116516,TEXAS,20465
GALENA PARK ISD,4820250,0.24160669701865178,Texas,6859
GALVESTON ISD,4820280,0.05958055290753096,Texas,2140
GARLAND ISD,4820340,0.293638413325051,Texas,17271
GEORGETOWN ISD,4820600,0.2553700167281017,Texas,4160
GOOSE CREEK CISD,4821150,0.23530094807621596,Texas,7075
GRANBURY ISD,4821390,0.028713339640492008,Texas,2134
GRAND PRAIRIE ISD,4821420,0.31380178227360306,Texas,9946
GRAPEVINE-COLLEYVILLE ISD,4821660,0.1841170292371758,Texas,5447
HARLANDALE ISD,4822470,0.22658126501200962,Texas,3750
HARLINGEN CISD,4822530,0.4792435424354245,Texas,4351
HOUSTON ISD,4823640,0.5395771811811623,Texas,51321
HUMBLE ISD,4823910,0.1850360975556051,Texas,15369
HUNTSVILLE ISD,4824030,0.2727732960351883,Texas,3937
HURST-EULESS-BEDFORD ISD,4824060,0.1477823924730508,Texas,5030
IRVING ISD,4824420,0.30071050111447056,Texas,9811
JUDSON ISD,4824990,0.05031600228709101,Texas,7180
KATY ISD,4825170,0.34613411251580795,Texas,25202
KELLER ISD,4825260,0.1110739956352741,Texas,11397
KILLEEN ISD,4825660,0.13863709225896015,Texas,11272
KLEIN ISD,4825740,0.10142711645985324,Texas,17537
LA PORTE ISD,4826190,0.07868852459016396,Texas,2165
LAMAR CISD,4826580,0.21113833747296815,Texas,10699
LAREDO ISD,4826790,0.5764061722249876,Texas,6034
LEANDER ISD,4827030,0.19547941961979026,Texas,13531
LEWISVILLE ISD,4827300,0.3471377707904654,Texas,16618
LONGVIEW ISD,4828110,0.10075454948956944,Texas,2296
LOS FRESNOS CISD,4828290,0.005299251870324198,Texas,3214
LUBBOCK ISD,4828500,0.5212196023108961,Texas,7619
LUFKIN ISD,4828550,0.018867924528301883,Texas,2204
MAGNOLIA ISD,4828740,0.17762904838833757,Texas,4381
MANOR ISD,4828890,0.2001025155744815,Texas,2926
MANSFIELD ISD,4828920,0.188447586188546,Texas,11841
MCALLEN ISD,4829670,0.09286807525757802,Texas,6777
MCKINNEY ISD,4829850,0.04781961430123564,Texas,7916
MESQUITE ISD,4830390,0.241236546925867,Texas,11469
MIDLAND ISD,4830570,0.27909373904797247,Texas,5201
MIDLOTHIAN ISD,4830600,0.05126449069588748,Texas,3273
MISSION CISD,4831040,0.5919703251145538,Texas,4584
MONTGOMERY ISD,4831260,0.2125698076411666,TEXAS,3141
NEW BRAUNFELS ISD,4832370,0.042288557213930336,Texas,2034
NEW CANEY ISD,4832400,0.2867829166831048,Texas,4999
NORTH EAST ISD,4832940,0.35746289495623296,Texas,20096
NORTHSIDE ISD,4833120,0.3455187824365768,Texas,32413
NORTHWEST ISD,4833180,0.13523505473350556,Texas,8126
PASADENA ISD,4834320,0.5029472060338235,Texas,14476
PEARLAND ISD,4834440,0.27940408942407224,Texas,6929
PFLUGERVILLE ISD,4834830,0.07946305768414111,Texas,8075
PHARR-SAN JUAN-ALAMO ISD,4834860,0.26583015908581675,Texas,8931
PLANO ISD,4835100,0.1691984261070912,Texas,8627
PROSPER ISD,4836000,0.2184354975240531,Texas,5799
RICHARDSON ISD,4837020,0.258537980164371,Texas,10447
RIO GRANDE CITY GRULLA ISD,4837140,0.40157480314960625,TEXAS,2926
SOUTH TEXAS ISD,4837150,0.34243249278956944,Texas,3102
ROCKWALL ISD,4837650,0.044601066017761204,Texas,5797
ROUND ROCK ISD,4838080,0.30672335718780186,Texas,15131
SAN ANGELO ISD,4838700,0.20628642541184586,Texas,4201
SAN ANTONIO ISD,4838730,0.46011707008384756,Texas,12702
SAN FELIPE-DEL RIO CISD,4838900,0.3437814280925243,TEXAS,2989
SCHERTZ-CIBOLO-U CITY ISD,4839480,0.11436493789434966,TEXAS,5344
SEGUIN ISD,4839690,0.030573847601128898,Texas,2130
SHARYLAND ISD,4839930,0.2412972501427206,Texas,3364
SHELDON ISD,4839990,0.06649651843426638,Texas,3288
SHERMAN ISD,4840080,0.02926269105884216,Texas,2242
SOCORRO ISD,4840710,0.22752684676432866,Texas,15861
SOUTHWEST ISD,4840950,0.19934945513436358,TEXAS,4303
SPRING BRANCH ISD,4841100,0.4185845999595324,Texas,10353
SPRING ISD,4841220,0.2703791730662206,Texas,9705
TEMPLE ISD,4842330,0.01549099485420238,Texas,2364
TEXARKANA ISD,4842480,0.1164855020506496,TEXAS,2085
TEXAS CITY ISD,4842510,0.09322381930184807,TEXAS,2445
TOMBALL ISD,4842960,0.3229742806120803,Texas,5670
TYLER ISD,4843470,0.41783806792269257,TEXAS,5075
UNITED ISD,4843650,0.3672711127294075,Texas,13170
VICTORIA ISD,4844150,0.06908665105386419,Texas,3885
WACO ISD,4844280,0.48100929614873833,Texas,3775
WAXAHACHIE ISD,4844730,0.3015518515477461,Texas,3224
WESLACO ISD,4844960,0.4467467882304186,Texas,4828
WICHITA FALLS ISD,4845780,0.2736429038587312,TEXAS,3724
WILLIS ISD,4845900,0.004433696090286193,Texas,2507
WYLIE ISD,4846530,0.19331820970537728,Texas,5443
YSLETA ISD,4846680,0.33254669539485004,Texas,13070
Alpine District,4900030,0.15008509377852272,Utah,20344
Box Elder District,4900090,0.051291793313069906,Utah,2640
Canyons District,4900142,0.3254187284601252,Utah,11003
Davis District,4900210,0.14991146330354105,Utah,17932
Granite District,4900360,0.17594711902202045,Utah,19850
Iron District,4900390,0.34462098241358396,Utah,2442
Jordan District,4900420,0.12203431544174283,Utah,14553
Nebo District,4900630,0.2328843904341045,Utah,7726
Ogden City District,4900720,0.16340971051591016,Utah,2548
Provo District,4900810,0.1591214429969403,Utah,4381
Salt Lake District,4900870,0.20216310547881758,Utah,7108
Tooele District,4901050,0.17355371900826444,Utah,4865
Uintah District,4901080,0.0014259076450586841,Utah,2035
Washington District,4901140,0.14479371316306483,UTAH,7191
Weber District,4901200,0.19624141030268288,Utah,7712
ALBEMARLE CO PBLC SCHS,5100090,0.23584790465956823,Virginia,4468
ARLINGTON CO PBLC SCHS,5100270,0.06739129529295304,Virginia,8019
AUGUSTA CO PBLC SCHS,5100300,0.14225654225654227,Virginia,3187
BEDFORD CO PBLC SCHS,5100360,0.40696672163093994,Virginia,2915
CAMPBELL CO PBLC SCHS,5100600,0.3164374349184311,Virginia,2913
CHESAPEAKE CITY PBLC SCHS,5100810,0.1360837599722915,Virginia,13272
CHESTERFIELD CO PBLC SCHS,5100840,0.21987823950199153,Virginia,20173
CULPEPER CO PBLC SCHS,5101050,0.013876346998976635,Virginia,2761
FAIRFAX CO PBLC SCHS,5101260,0.2532572934528997,Virginia,62556
FAUQUIER CO PBLC SCHS,5101320,0.12083972618907118,Virginia,3738
FREDERICK CO PBLC SCHS,5101470,0.1433306451151644,Virginia,4561
HAMPTON CITY PBLC SCHS,5101800,0.1479528805113563,Virginia,6026
HANOVER CO PBLC SCHS,5101830,0.0937688782208762,Virginia,5693
HENRICO CO PBLC SCHS,5101890,0.34059593921340964,Virginia,16198
HENRY CO PBLC SCHS,5101920,0.379147465437788,Virginia,2178
LOUDOUN CO PBLC SCHS,5102250,0.2878565530340723,Virginia,18276
LYNCHBURG CITY PBLC SCHS,5102340,0.15622388215628916,Virginia,2425
MONTGOMERY CO PBLC SCHS,5102520,0.4757884726805552,Virginia,3075
NEWPORT NEWS CITY PBLC SCHS,5102640,0.18330948283906368,Virginia,7976
NORFOLK CITY PBLC SCHS,5102670,0.12017749291260937,Virginia,7365
PITTSYLVANIA CO PBLC SCHS,5102940,0.33233607018333144,Virginia,2632
PORTSMOUTH CITY PBLC SCHS,5103000,0.17521367521367523,Virginia,3770
PRINCE WILLIAM CO PBLC SCHS,5103130,0.1467259912021138,Virginia,27839
RICHMOND CITY PBLC SCHS,5103240,0.28881690305258856,Virginia,5741
ROANOKE CITY PBLC SCHS,5103300,0.18331749694583957,Virginia,3859
ROANOKE CO PBLC SCHS,5103330,0.22958365726813107,Virginia,4485
ROCKINGHAM CO PBLC SCHS,5103390,0.38284076803211575,Virginia,3669
SPOTSYLVANIA CO PBLC SCHS,5103640,0.10258050301598257,Virginia,7869
STAFFORD CO PBLC SCHS,5103660,0.09471629205686884,Virginia,10111
SUFFOLK CITY PBLC SCHS,5103710,0.1923710784166841,Virginia,4422
VA BEACH CITY PBLC SCHS,5103840,0.22501430726809216,Virginia,20553
WASHINGTON CO PBLC SCHS,5103900,0.474464683858483,Virginia,2183
WILLIAMSBURG-JAMES CITY PBLC SCHS,5104020,0.08545411681499382,Virginia,3704
YORK CO PBLC SCHS,5104150,0.2015910268523881,Virginia,4073
Auburn School District,5300300,0.13664808022979594,Washington,5421
Battle Ground School District,5300380,0.37672970183662885,Washington,3419
Bellevue School District,5300390,0.2210584014270871,Washington,7147
Bellingham School District,5300420,0.21964969422706457,Washington,3865
Bethel School District,5300480,0.18653369113626106,WASHINGTON,6669
Camas School District,5300810,0.08391298539365868,Washington,2229
Central Kitsap School District,5301080,0.22924953734232417,Washington,3760
Central Valley School District,5301110,0.19363292336802268,Washington,4328
Clover Park School District,5301410,0.09463416891427363,Washington,3614
Edmonds School District,5302400,0.10814777489842273,WASHINGTON,6356
Everett School District,5302670,0.2554036113814783,Washington,5815
Evergreen School District (Clark),5302700,0.20536008796041783,Washington,7811
Federal Way School District,5302820,0.15584971895870903,Washington,6587
Franklin Pierce School District,5302940,0.1914285714285714,Washington,2223
Highline School District,5303540,0.1531561883905488,Washington,6072
Issaquah School District,5303750,0.15215212574258546,Washington,6404
Kennewick School District,5303930,0.10015335812272849,Washington,5928
Kent School District,5303960,0.20092621345982425,Washington,7708
Lake Stevens School District,5304200,0.0,Washington,2094
Lake Washington School District,5304230,0.24081951016647934,Washington,9101
Marysville School District,5304860,0.25954960802916066,Washington,3099
Mead School District,5304920,0.07862530413625307,WASHINGTON,3338
Monroe School District,5305130,0.04497623896809229,Washington,2024
Moses Lake School District,5305220,0.0997382086605725,Washington,2616
Mount Vernon School District,5305400,0.012322274881516597,Washington,2162
Mukilteo School District,5305430,0.1525276570474918,Washington,4678
North Thurston Public Schools,5305850,0.10810249444470091,WASHINGTON,4429
Northshore School District,5305910,0.28284211757645417,Washington,6982
Olympia School District,5306180,0.12481632498783372,Washington,3395
Pasco School District,5306570,0.14761496208671643,Washington,5789
Peninsula School District,5306690,0.029909453287928017,Washington,2860
Puyallup School District,5306960,0.062219297563715255,Washington,5054
Quillayute Valley School District,5307020,0.10458181145684038,Washington,2055
Renton School District,5307230,0.044546070460704634,Washington,4172
Richland School District,5307320,0.11229299199010995,Washington,3952
Seattle School District No. 1,5307710,0.3570646358080816,Washington,15545
Shoreline School District,5307920,0.0645465495855741,Washington,3042
Snohomish School District,5308020,0.32639347873981056,Washington,3408
Snoqualmie Valley School District,5308040,0.009207161125319704,Washington,2113
South Kitsap School District,5308160,0.05332957508279898,Washington,2583
Spokane School District,5308250,0.18179101246281865,Washington,8380
Sumner School District,5308610,0.006720430107526876,Washington,3317
Sunnyside School District,5308670,0.0013755158184318918,WASHINGTON,2182
Tacoma School District,5308700,0.17203920456965596,Washington,8400
Tahoma School District,5308760,0.010236220472440969,WASHINGTON,2759
Tumwater School District,5309100,0.1933221893617933,Washington,2176
Vancouver School District,5309270,0.1501214620614423,Washington,7108
Wenatchee School District,5309660,0.09778633929737499,Washington,2382
Yakima School District,5310110,0.09443398116609901,Washington,5016
BERKELEY COUNTY SCHOOLS,5400060,0.13840947546531301,West Virginia,5965
CABELL COUNTY SCHOOLS,5400180,0.06901725431357839,West Virginia,3514
HARRISON COUNTY SCHOOLS,5400510,0.4808429118773946,West Virginia,2634
JEFFERSON COUNTY SCHOOLS,5400570,0.18727404193781633,West Virginia,2793
KANAWHA COUNTY SCHOOLS,5400600,0.48773913801368374,West Virginia,7769
MARION COUNTY SCHOOLS,5400720,0.39365256124721604,West Virginia,2257
MERCER COUNTY SCHOOLS,5400840,0.29560831590601544,West Virginia,2228
MONONGALIA COUNTY SCHOOLS,5400930,0.3454951169327962,West Virginia,3236
PUTNAM COUNTY SCHOOLS,5401200,0.13915493759517267,West Virginia,2452
RALEIGH COUNTY SCHOOLS,5401230,0.2687350534927627,West Virginia,3203
WOOD COUNTY SCHOOLS,5401620,0.07675956016560562,West Virginia,3237
Appleton Area School District,5500390,0.1298437693349069,Wisconsin,4603
Elmbrook School District,5501770,0.13373110244900063,Wisconsin,2545
Eau Claire Area School District,5504050,0.15845716382315173,Wisconsin,3278
Green Bay Area Public School District,5505820,0.13674827850038257,Wisconsin,5578
Janesville School District,5507020,0.07319062181447504,Wisconsin,3033
Kenosha School District,5507320,0.40084069571345865,Wisconsin,6260
Madison Metropolitan School District,5508520,0.07796134668946636,Wisconsin,7723
McFarland School District,5508910,0.16325895173845356,WISCONSIN,2156
Middleton-Cross Plains Area School District,5509510,0.039830208147737675,Wisconsin,2376
Milwaukee School District,5509600,0.34854980245524864,Wisconsin,16913
New Berlin School District,5510470,0.23272914136223488,Wisconsin,2111
Oshkosh Area School District,5511190,0.13321463134337386,Wisconsin,2870
Racine Unified School District,5512360,0.3339145935053863,Wisconsin,5540
Sheboygan Area School District,5513650,0.10451015849377723,Wisconsin,3004
Sun Prairie Area School District,5514640,0.06035166190345692,Wisconsin,3135
Waukesha School District,5515780,0.1675451570718002,Wisconsin,4394
Wausau School District,5515900,0.15060609042498418,Wisconsin,2493
Wauwatosa School District,5515990,0.15416372341260498,Wisconsin,2148
West Allis-West Milwaukee School District,5516260,0.214590020006045,Wisconsin,2339
West Bend School District,5516290,0.011163944593756449,Wisconsin,2094
Campbell County School District #1,5601470,0.17926168990976213,Wyoming,2673
Laramie County School District #1,5601980,0.1569949727012271,Wyoming,4321
Natrona County School District #1,5604510,0.412962699990533,Wyoming,4066
